n_pressed,held,line_A,line_B,line_C,adc_A,adc_B,adc_C,n_masked,masked,fully_observable
3,CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL,CRUISE  +  BIG,CRUISE  CANCEL,idle,217,58,682,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  +  SMALL + FOLLOW DIST  +,CRUISE  +  BIG,FOLLOW DIST  +,idle,217,133,682,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  RESUME,CRUISE  +  BIG,CRUISE  RESUME,idle,217,217,682,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  +  SMALL + FOLLOW DIST  −,CRUISE  +  BIG,FOLLOW DIST  −,idle,217,350,682,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  +  SMALL + DOWNHILL  CANCEL,CRUISE  +  BIG,idle,DOWNHILL  CANCEL,217,682,58,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  +  SMALL + DOWNHILL  −,CRUISE  +  BIG,idle,DOWNHILL  −,217,682,133,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  +  SMALL + DOWNHILL  RESUME,CRUISE  +  BIG,idle,DOWNHILL  RESUME,217,682,217,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  +  SMALL + DOWNHILL  +,CRUISE  +  BIG,idle,DOWNHILL  +,217,682,350,1,CRUISE  +  SMALL,no
3,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  +,CRUISE  +  BIG,CRUISE  CANCEL,idle,217,58,682,1,FOLLOW DIST  +,no
3,CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME,CRUISE  +  BIG,CRUISE  CANCEL,idle,217,58,682,1,CRUISE  RESUME,no
3,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  −,CRUISE  +  BIG,CRUISE  CANCEL,idle,217,58,682,1,FOLLOW DIST  −,no
3,CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  CANCEL,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,0,,yes
3,CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  −,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  −,217,58,133,0,,yes
3,CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  RESUME,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,217,58,217,0,,yes
3,CRUISE  +  BIG + CRUISE  CANCEL + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  +,217,58,350,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME,CRUISE  +  BIG,FOLLOW DIST  +,idle,217,133,682,1,CRUISE  RESUME,no
3,CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  −,CRUISE  +  BIG,FOLLOW DIST  +,idle,217,133,682,1,FOLLOW DIST  −,no
3,CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  CANCEL,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,217,133,58,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  −,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  −,217,133,133,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  RESUME,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  RESUME,217,133,217,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  + + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  +,217,133,350,0,,yes
3,CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  −,CRUISE  +  BIG,CRUISE  RESUME,idle,217,217,682,1,FOLLOW DIST  −,no
3,CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  CANCEL,CRUISE  +  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,217,217,58,0,,yes
3,CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  −,CRUISE  +  BIG,CRUISE  RESUME,DOWNHILL  −,217,217,133,0,,yes
3,CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  RESUME,CRUISE  +  BIG,CRUISE  RESUME,DOWNHILL  RESUME,217,217,217,0,,yes
3,CRUISE  +  BIG + CRUISE  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  RESUME,DOWNHILL  +,217,217,350,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  CANCEL,CRUISE  +  BIG,FOLLOW DIST  −,DOWNHILL  CANCEL,217,350,58,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  −,CRUISE  +  BIG,FOLLOW DIST  −,DOWNHILL  −,217,350,133,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  RESUME,CRUISE  +  BIG,FOLLOW DIST  −,DOWNHILL  RESUME,217,350,217,0,,yes
3,CRUISE  +  BIG + FOLLOW DIST  − + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  −,DOWNHILL  +,217,350,350,0,,yes
3,CRUISE  +  BIG + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  +  BIG,idle,DOWNHILL  CANCEL,217,682,58,1,DOWNHILL  −,no
3,CRUISE  +  BIG + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  +  BIG,idle,DOWNHILL  CANCEL,217,682,58,1,DOWNHILL  RESUME,no
3,CRUISE  +  BIG + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  +  BIG,idle,DOWNHILL  CANCEL,217,682,58,1,DOWNHILL  +,no
3,CRUISE  +  BIG + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  BIG,idle,DOWNHILL  −,217,682,133,1,DOWNHILL  RESUME,no
3,CRUISE  +  BIG + DOWNHILL  − + DOWNHILL  +,CRUISE  +  BIG,idle,DOWNHILL  −,217,682,133,1,DOWNHILL  +,no
3,CRUISE  +  BIG + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,idle,DOWNHILL  RESUME,217,682,217,1,DOWNHILL  +,no
3,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  +,CRUISE  +  SMALL,CRUISE  CANCEL,idle,350,58,682,1,FOLLOW DIST  +,no
3,CRUISE  +  SMALL + CRUISE  CANCEL + CRUISE  RESUME,CRUISE  +  SMALL,CRUISE  CANCEL,idle,350,58,682,1,CRUISE  RESUME,no
3,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  −,CRUISE  +  SMALL,CRUISE  CANCEL,idle,350,58,682,1,FOLLOW DIST  −,no
3,CRUISE  +  SMALL + CRUISE  CANCEL + DOWNHILL  CANCEL,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,0,,yes
3,CRUISE  +  SMALL + CRUISE  CANCEL + DOWNHILL  −,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  −,350,58,133,0,,yes
3,CRUISE  +  SMALL + CRUISE  CANCEL + DOWNHILL  RESUME,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  RESUME,350,58,217,0,,yes
3,CRUISE  +  SMALL + CRUISE  CANCEL + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  +,350,58,350,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  + + CRUISE  RESUME,CRUISE  +  SMALL,FOLLOW DIST  +,idle,350,133,682,1,CRUISE  RESUME,no
3,CRUISE  +  SMALL + FOLLOW DIST  + + FOLLOW DIST  −,CRUISE  +  SMALL,FOLLOW DIST  +,idle,350,133,682,1,FOLLOW DIST  −,no
3,CRUISE  +  SMALL + FOLLOW DIST  + + DOWNHILL  CANCEL,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  CANCEL,350,133,58,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  + + DOWNHILL  −,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  −,350,133,133,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  + + DOWNHILL  RESUME,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  RESUME,350,133,217,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  + + DOWNHILL  +,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  +,350,133,350,0,,yes
3,CRUISE  +  SMALL + CRUISE  RESUME + FOLLOW DIST  −,CRUISE  +  SMALL,CRUISE  RESUME,idle,350,217,682,1,FOLLOW DIST  −,no
3,CRUISE  +  SMALL + CRUISE  RESUME + DOWNHILL  CANCEL,CRUISE  +  SMALL,CRUISE  RESUME,DOWNHILL  CANCEL,350,217,58,0,,yes
3,CRUISE  +  SMALL + CRUISE  RESUME + DOWNHILL  −,CRUISE  +  SMALL,CRUISE  RESUME,DOWNHILL  −,350,217,133,0,,yes
3,CRUISE  +  SMALL + CRUISE  RESUME + DOWNHILL  RESUME,CRUISE  +  SMALL,CRUISE  RESUME,DOWNHILL  RESUME,350,217,217,0,,yes
3,CRUISE  +  SMALL + CRUISE  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  RESUME,DOWNHILL  +,350,217,350,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  − + DOWNHILL  CANCEL,CRUISE  +  SMALL,FOLLOW DIST  −,DOWNHILL  CANCEL,350,350,58,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  − + DOWNHILL  −,CRUISE  +  SMALL,FOLLOW DIST  −,DOWNHILL  −,350,350,133,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  − + DOWNHILL  RESUME,CRUISE  +  SMALL,FOLLOW DIST  −,DOWNHILL  RESUME,350,350,217,0,,yes
3,CRUISE  +  SMALL + FOLLOW DIST  − + DOWNHILL  +,CRUISE  +  SMALL,FOLLOW DIST  −,DOWNHILL  +,350,350,350,0,,yes
3,CRUISE  +  SMALL + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  +  SMALL,idle,DOWNHILL  CANCEL,350,682,58,1,DOWNHILL  −,no
3,CRUISE  +  SMALL + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  +  SMALL,idle,DOWNHILL  CANCEL,350,682,58,1,DOWNHILL  RESUME,no
3,CRUISE  +  SMALL + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  +  SMALL,idle,DOWNHILL  CANCEL,350,682,58,1,DOWNHILL  +,no
3,CRUISE  +  SMALL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  SMALL,idle,DOWNHILL  −,350,682,133,1,DOWNHILL  RESUME,no
3,CRUISE  +  SMALL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  SMALL,idle,DOWNHILL  −,350,682,133,1,DOWNHILL  +,no
3,CRUISE  +  SMALL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,idle,DOWNHILL  RESUME,350,682,217,1,DOWNHILL  +,no
3,CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME,idle,CRUISE  CANCEL,idle,682,58,682,2,"FOLLOW DIST  +, CRUISE  RESUME",no
3,CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  −,idle,CRUISE  CANCEL,idle,682,58,682,2,"FOLLOW DIST  +, FOLLOW DIST  −",no
3,CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,1,FOLLOW DIST  +,no
3,CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  −,idle,CRUISE  CANCEL,DOWNHILL  −,682,58,133,1,FOLLOW DIST  +,no
3,CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  RESUME,idle,CRUISE  CANCEL,DOWNHILL  RESUME,682,58,217,1,FOLLOW DIST  +,no
3,CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  +,682,58,350,1,FOLLOW DIST  +,no
3,CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  −,idle,CRUISE  CANCEL,idle,682,58,682,2,"CRUISE  RESUME, FOLLOW DIST  −",no
3,CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  CANCEL,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,1,CRUISE  RESUME,no
3,CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  −,idle,CRUISE  CANCEL,DOWNHILL  −,682,58,133,1,CRUISE  RESUME,no
3,CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  RESUME,idle,CRUISE  CANCEL,DOWNHILL  RESUME,682,58,217,1,CRUISE  RESUME,no
3,CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  +,682,58,350,1,CRUISE  RESUME,no
3,CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  CANCEL,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,1,FOLLOW DIST  −,no
3,CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  −,idle,CRUISE  CANCEL,DOWNHILL  −,682,58,133,1,FOLLOW DIST  −,no
3,CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  RESUME,idle,CRUISE  CANCEL,DOWNHILL  RESUME,682,58,217,1,FOLLOW DIST  −,no
3,CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  +,682,58,350,1,FOLLOW DIST  −,no
3,CRUISE  CANCEL + DOWNHILL  CANCEL + DOWNHILL  −,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,1,DOWNHILL  −,no
3,CRUISE  CANCEL + DOWNHILL  CANCEL + DOWNHILL  RESUME,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,1,DOWNHILL  RESUME,no
3,CRUISE  CANCEL + DOWNHILL  CANCEL + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,1,DOWNHILL  +,no
3,CRUISE  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,idle,CRUISE  CANCEL,DOWNHILL  −,682,58,133,1,DOWNHILL  RESUME,no
3,CRUISE  CANCEL + DOWNHILL  − + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  −,682,58,133,1,DOWNHILL  +,no
3,CRUISE  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  RESUME,682,58,217,1,DOWNHILL  +,no
3,FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  −,idle,FOLLOW DIST  +,idle,682,133,682,2,"CRUISE  RESUME, FOLLOW DIST  −",no
3,FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL,idle,FOLLOW DIST  +,DOWNHILL  CANCEL,682,133,58,1,CRUISE  RESUME,no
3,FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  −,idle,FOLLOW DIST  +,DOWNHILL  −,682,133,133,1,CRUISE  RESUME,no
3,FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  RESUME,idle,FOLLOW DIST  +,DOWNHILL  RESUME,682,133,217,1,CRUISE  RESUME,no
3,FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  +,idle,FOLLOW DIST  +,DOWNHILL  +,682,133,350,1,CRUISE  RESUME,no
3,FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL,idle,FOLLOW DIST  +,DOWNHILL  CANCEL,682,133,58,1,FOLLOW DIST  −,no
3,FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  −,idle,FOLLOW DIST  +,DOWNHILL  −,682,133,133,1,FOLLOW DIST  −,no
3,FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  RESUME,idle,FOLLOW DIST  +,DOWNHILL  RESUME,682,133,217,1,FOLLOW DIST  −,no
3,FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  +,idle,FOLLOW DIST  +,DOWNHILL  +,682,133,350,1,FOLLOW DIST  −,no
3,FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  −,idle,FOLLOW DIST  +,DOWNHILL  CANCEL,682,133,58,1,DOWNHILL  −,no
3,FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  RESUME,idle,FOLLOW DIST  +,DOWNHILL  CANCEL,682,133,58,1,DOWNHILL  RESUME,no
3,FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  +,idle,FOLLOW DIST  +,DOWNHILL  CANCEL,682,133,58,1,DOWNHILL  +,no
3,FOLLOW DIST  + + DOWNHILL  − + DOWNHILL  RESUME,idle,FOLLOW DIST  +,DOWNHILL  −,682,133,133,1,DOWNHILL  RESUME,no
3,FOLLOW DIST  + + DOWNHILL  − + DOWNHILL  +,idle,FOLLOW DIST  +,DOWNHILL  −,682,133,133,1,DOWNHILL  +,no
3,FOLLOW DIST  + + DOWNHILL  RESUME + DOWNHILL  +,idle,FOLLOW DIST  +,DOWNHILL  RESUME,682,133,217,1,DOWNHILL  +,no
3,CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL,idle,CRUISE  RESUME,DOWNHILL  CANCEL,682,217,58,1,FOLLOW DIST  −,no
3,CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  −,idle,CRUISE  RESUME,DOWNHILL  −,682,217,133,1,FOLLOW DIST  −,no
3,CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  RESUME,idle,CRUISE  RESUME,DOWNHILL  RESUME,682,217,217,1,FOLLOW DIST  −,no
3,CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  +,idle,CRUISE  RESUME,DOWNHILL  +,682,217,350,1,FOLLOW DIST  −,no
3,CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  −,idle,CRUISE  RESUME,DOWNHILL  CANCEL,682,217,58,1,DOWNHILL  −,no
3,CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  RESUME,idle,CRUISE  RESUME,DOWNHILL  CANCEL,682,217,58,1,DOWNHILL  RESUME,no
3,CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  +,idle,CRUISE  RESUME,DOWNHILL  CANCEL,682,217,58,1,DOWNHILL  +,no
3,CRUISE  RESUME + DOWNHILL  − + DOWNHILL  RESUME,idle,CRUISE  RESUME,DOWNHILL  −,682,217,133,1,DOWNHILL  RESUME,no
3,CRUISE  RESUME + DOWNHILL  − + DOWNHILL  +,idle,CRUISE  RESUME,DOWNHILL  −,682,217,133,1,DOWNHILL  +,no
3,CRUISE  RESUME + DOWNHILL  RESUME + DOWNHILL  +,idle,CRUISE  RESUME,DOWNHILL  RESUME,682,217,217,1,DOWNHILL  +,no
3,FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  −,idle,FOLLOW DIST  −,DOWNHILL  CANCEL,682,350,58,1,DOWNHILL  −,no
3,FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME,idle,FOLLOW DIST  −,DOWNHILL  CANCEL,682,350,58,1,DOWNHILL  RESUME,no
3,FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  +,idle,FOLLOW DIST  −,DOWNHILL  CANCEL,682,350,58,1,DOWNHILL  +,no
3,FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME,idle,FOLLOW DIST  −,DOWNHILL  −,682,350,133,1,DOWNHILL  RESUME,no
3,FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  +,idle,FOLLOW DIST  −,DOWNHILL  −,682,350,133,1,DOWNHILL  +,no
3,FOLLOW DIST  − + DOWNHILL  RESUME + DOWNHILL  +,idle,FOLLOW DIST  −,DOWNHILL  RESUME,682,350,217,1,DOWNHILL  +,no
3,DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,idle,idle,DOWNHILL  CANCEL,682,682,58,2,"DOWNHILL  −, DOWNHILL  RESUME",no
3,DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,idle,idle,DOWNHILL  CANCEL,682,682,58,2,"DOWNHILL  −, DOWNHILL  +",no
3,DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,idle,idle,DOWNHILL  CANCEL,682,682,58,2,"DOWNHILL  RESUME, DOWNHILL  +",no
3,DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,idle,idle,DOWNHILL  −,682,682,133,2,"DOWNHILL  RESUME, DOWNHILL  +",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL,CRUISE  −  BIG,idle,idle,58,682,682,3,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  +,CRUISE  −  BIG,FOLLOW DIST  +,idle,58,133,682,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  RESUME,CRUISE  −  BIG,CRUISE  RESUME,idle,58,217,682,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + FOLLOW DIST  −,CRUISE  −  BIG,FOLLOW DIST  −,idle,58,350,682,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + DOWNHILL  CANCEL,CRUISE  −  BIG,idle,DOWNHILL  CANCEL,58,682,58,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + DOWNHILL  −,CRUISE  −  BIG,idle,DOWNHILL  −,58,682,133,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + DOWNHILL  RESUME,CRUISE  −  BIG,idle,DOWNHILL  RESUME,58,682,217,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + DOWNHILL  +,CRUISE  −  BIG,idle,DOWNHILL  +,58,682,350,2,"CRUISE  −  SMALL, CRUISE  +  BIG",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + FOLLOW DIST  +,CRUISE  −  BIG,FOLLOW DIST  +,idle,58,133,682,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + CRUISE  RESUME,CRUISE  −  BIG,CRUISE  RESUME,idle,58,217,682,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + FOLLOW DIST  −,CRUISE  −  BIG,FOLLOW DIST  −,idle,58,350,682,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + DOWNHILL  CANCEL,CRUISE  −  BIG,idle,DOWNHILL  CANCEL,58,682,58,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + DOWNHILL  −,CRUISE  −  BIG,idle,DOWNHILL  −,58,682,133,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + DOWNHILL  RESUME,CRUISE  −  BIG,idle,DOWNHILL  RESUME,58,682,217,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  SMALL + DOWNHILL  +,CRUISE  −  BIG,idle,DOWNHILL  +,58,682,350,2,"CRUISE  −  SMALL, CRUISE  +  SMALL",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  CANCEL + FOLLOW DIST  +,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,2,"CRUISE  −  SMALL, FOLLOW DIST  +",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  CANCEL + CRUISE  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,2,"CRUISE  −  SMALL, CRUISE  RESUME",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  CANCEL + FOLLOW DIST  −,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,2,"CRUISE  −  SMALL, FOLLOW DIST  −",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  CANCEL + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  CANCEL + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  CANCEL + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  +,58,58,350,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + FOLLOW DIST  + + CRUISE  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,idle,58,133,682,2,"CRUISE  −  SMALL, CRUISE  RESUME",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + FOLLOW DIST  + + FOLLOW DIST  −,CRUISE  −  BIG,FOLLOW DIST  +,idle,58,133,682,2,"CRUISE  −  SMALL, FOLLOW DIST  −",no
4,CRUISE  −  BIG + CRUISE  −  SMALL + FOLLOW DIST  + + DOWNHILL  CANCEL,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,58,133,58,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + FOLLOW DIST  + + DOWNHILL  −,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  −,58,133,133,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + FOLLOW DIST  + + DOWNHILL  RESUME,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  RESUME,58,133,217,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + FOLLOW DIST  + + DOWNHILL  +,CRUISE  −  BIG,FOLLOW DIST  +,DOWNHILL  +,58,133,350,1,CRUISE  −  SMALL,no
4,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  RESUME + FOLLOW DIST  −,CRUISE  −  BIG,CRUISE  RESUME,idle,58,217,682,2,"CRUISE  −  SMALL, FOLLOW DIST  −",no
